1.000000E+00 1.087120E-01 2.974500E+01
1.999000E+00 1.654414E-01 1.712900E+01
2.998000E+00 2.169413E-01 1.467700E+01
3.997000E+00 2.640146E-01 1.368700E+01
4.996000E+00 3.075513E-01 1.317300E+01
5.995000E+00 3.481792E-01 1.286800E+01
6.994000E+00 3.863495E-01 1.267300E+01
7.993000E+00 4.223994E-01 1.254100E+01
8.992000E+00 4.565904E-01 1.244800E+01
9.991000E+00 4.891307E-01 1.238100E+01
1.099000E+01 5.201896E-01 1.233100E+01
1.198900E+01 5.499081E-01 1.229400E+01
1.298800E+01 5.784052E-01 1.226500E+01
1.398700E+01 6.057825E-01 1.224300E+01
1.498600E+01 6.321277E-01 1.222700E+01
1.598500E+01 6.575174E-01 1.221300E+01
1.698400E+01 6.820188E-01 1.220300E+01
1.798300E+01 7.056918E-01 1.219500E+01
1.898200E+01 7.285896E-01 1.218800E+01
1.998100E+01 7.507602E-01 1.218300E+01
2.098000E+01 7.722467E-01 1.217900E+01
2.197900E+01 7.930881E-01 1.217600E+01
2.297800E+01 8.133200E-01 1.217300E+01
2.397700E+01 8.329747E-01 1.217100E+01
2.497600E+01 8.520821E-01 1.216900E+01
2.597500E+01 8.706697E-01 1.216800E+01
2.697400E+01 8.887624E-01 1.216600E+01
2.797300E+01 9.063838E-01 1.216500E+01
2.897200E+01 9.235554E-01 1.216400E+01
2.997100E+01 9.402975E-01 1.216300E+01
3.097000E+01 9.566288E-01 1.216200E+01
3.196900E+01 9.725667E-01 1.216200E+01
3.296800E+01 9.881276E-01 1.216100E+01
3.396700E+01 1.003327E+00 1.216000E+01
3.496600E+01 1.018179E+00 1.215900E+01
3.596500E+01 1.032697E+00 1.215800E+01
3.696400E+01 1.046894E+00 1.215700E+01
3.796300E+01 1.060782E+00 1.215600E+01
3.896200E+01 1.074372E+00 1.215500E+01
3.996100E+01 1.087675E+00 1.215400E+01
4.096000E+01 1.100701E+00 1.215200E+01
4.195900E+01 1.113460E+00 1.215100E+01
