    3.00942E+03   9.96107E+02   1.99098E+00   4.05024E-01   5.72529E+02
    2.98931E+03   9.94067E+02   1.98098E+00   4.03998E-01   5.70006E+02
    2.96921E+03   9.91893E+02   1.97098E+00   4.02956E-01   5.67463E+02
    2.94912E+03   9.89589E+02   1.96098E+00   4.01899E-01   5.64900E+02
    2.92904E+03   9.87155E+02   1.95098E+00   4.00826E-01   5.62316E+02
    2.90897E+03   9.84595E+02   1.94098E+00   3.99737E-01   5.59713E+02
    2.88892E+03   9.81908E+02   1.93098E+00   3.98631E-01   5.57090E+02
    2.86888E+03   9.79099E+02   1.92098E+00   3.97509E-01   5.54446E+02
    2.84886E+03   9.76167E+02   1.91098E+00   3.96370E-01   5.51783E+02
    2.82885E+03   9.73116E+02   1.90098E+00   3.95214E-01   5.49100E+02
    2.80886E+03   9.69946E+02   1.89098E+00   3.94040E-01   5.46397E+02
    2.78888E+03   9.66661E+02   1.88098E+00   3.92848E-01   5.43675E+02
    2.76893E+03   9.63261E+02   1.87098E+00   3.91638E-01   5.40933E+02
    2.74899E+03   9.59748E+02   1.86098E+00   3.90410E-01   5.38172E+02
    2.72907E+03   9.56124E+02   1.85098E+00   3.89163E-01   5.35391E+02
    2.70917E+03   9.52392E+02   1.84098E+00   3.87896E-01   5.32590E+02
    2.68929E+03   9.48552E+02   1.83098E+00   3.86611E-01   5.29771E+02
    2.66943E+03   9.44606E+02   1.82098E+00   3.85305E-01   5.26931E+02
    2.64960E+03   9.40556E+02   1.81098E+00   3.83980E-01   5.24073E+02
    2.62978E+03   9.36405E+02   1.80098E+00   3.82634E-01   5.21196E+02
    2.60999E+03   9.32152E+02   1.79098E+00   3.81267E-01   5.18299E+02
    2.59023E+03   9.27801E+02   1.78098E+00   3.79879E-01   5.15384E+02
    2.57049E+03   9.23353E+02   1.77098E+00   3.78469E-01   5.12449E+02
    2.55077E+03   9.18810E+02   1.76098E+00   3.77038E-01   5.09496E+02
    2.53108E+03   9.14172E+02   1.75098E+00   3.75585E-01   5.06523E+02
    2.51142E+03   9.09442E+02   1.74098E+00   3.74108E-01   5.03532E+02
    2.49178E+03   9.04622E+02   1.73098E+00   3.72609E-01   5.00522E+02
    2.47218E+03   8.99712E+02   1.72098E+00   3.71087E-01   4.97494E+02
    2.45260E+03   8.94715E+02   1.71098E+00   3.69541E-01   4.94447E+02
    2.43305E+03   8.89632E+02   1.70098E+00   3.67971E-01   4.91381E+02
    2.41353E+03   8.84464E+02   1.69098E+00   3.66376E-01   4.88297E+02
    2.39404E+03   8.79213E+02   1.68098E+00   3.64757E-01   4.85195E+02
    2.37459E+03   8.73881E+02   1.67098E+00   3.63112E-01   4.82074E+02
    2.35516E+03   8.68469E+02   1.66098E+00   3.61441E-01   4.78936E+02
    2.33577E+03   8.62978E+02   1.65098E+00   3.59745E-01   4.75779E+02
    2.31641E+03   8.57411E+02   1.64098E+00   3.58022E-01   4.72604E+02
    2.29709E+03   8.51767E+02   1.63098E+00   3.56272E-01   4.69411E+02
    2.27780E+03   8.46049E+02   1.62098E+00   3.54496E-01   4.66200E+02
    2.25855E+03   8.40258E+02   1.61098E+00   3.52691E-01   4.62971E+02
    2.23933E+03   8.34396E+02   1.60098E+00   3.50858E-01   4.59724E+02
    2.22015E+03   8.28463E+02   1.59098E+00   3.48997E-01   4.56460E+02
    2.20101E+03   8.22461E+02   1.58098E+00   3.47108E-01   4.53178E+02
    2.18190E+03   8.16391E+02   1.57098E+00   3.45189E-01   4.49879E+02
    2.16284E+03   8.10255E+02   1.56098E+00   3.43240E-01   4.46562E+02
    2.14381E+03   8.04054E+02   1.55098E+00   3.41261E-01   4.43229E+02
    2.12482E+03   7.97788E+02   1.54098E+00   3.39252E-01   4.39877E+02
    2.10588E+03   7.91460E+02   1.53098E+00   3.37213E-01   4.36509E+02
    2.08697E+03   7.85070E+02   1.52098E+00   3.35142E-01   4.33124E+02
    2.06811E+03   7.78619E+02   1.51098E+00   3.33039E-01   4.29722E+02
    2.04929E+03   7.72110E+02   1.50098E+00   3.30905E-01   4.26303E+02
    2.03052E+03   7.65541E+02   1.49098E+00   3.28739E-01   4.22868E+02
    2.01179E+03   7.58916E+02   1.48098E+00   3.26540E-01   4.19416E+02
    1.99310E+03   7.52234E+02   1.47098E+00   3.24308E-01   4.15948E+02
    1.97446E+03   7.45497E+02   1.46098E+00   3.22042E-01   4.12463E+02
    1.95587E+03   7.38706E+02   1.45098E+00   3.19744E-01   4.08962E+02
    1.93732E+03   7.31862E+02   1.44098E+00   3.17411E-01   4.05446E+02
    1.91882E+03   7.24965E+02   1.43098E+00   3.15045E-01   4.01913E+02
    1.90037E+03   7.18017E+02   1.42098E+00   3.12644E-01   3.98365E+02
    1.88197E+03   7.11019E+02   1.41098E+00   3.10208E-01   3.94801E+02
    1.86361E+03   7.03972E+02   1.40098E+00   3.07738E-01   3.91222E+02
    1.84531E+03   6.96875E+02   1.39098E+00   3.05232E-01   3.87628E+02
    1.82706E+03   6.89732E+02   1.38098E+00   3.02692E-01   3.84019E+02
    1.80886E+03   6.82541E+02   1.37098E+00   3.00116E-01   3.80395E+02
    1.79072E+03   6.75304E+02   1.36098E+00   2.97504E-01   3.76756E+02
    1.77263E+03   6.68022E+02   1.35098E+00   2.94857E-01   3.73103E+02
    1.75459E+03   6.60696E+02   1.34098E+00   2.92175E-01   3.69436E+02
    1.73660E+03   6.53326E+02   1.33098E+00   2.89457E-01   3.65755E+02
    1.71867E+03   6.45913E+02   1.32098E+00   2.86703E-01   3.62060E+02
    1.70080E+03   6.38458E+02   1.31098E+00   2.83914E-01   3.58352E+02
