6.2415E+00 3.2581E-01 1.2776E+01
7.5728E+00 3.6779E-01 1.2468E+01
8.9040E+00 4.0653E-01 1.2265E+01
1.0235E+01 4.4257E-01 1.2123E+01
1.1567E+01 4.7627E-01 1.2017E+01
1.2898E+01 5.0793E-01 1.1937E+01
1.4229E+01 5.3779E-01 1.1873E+01
1.5560E+01 5.6604E-01 1.1821E+01
1.6892E+01 5.9284E-01 1.1778E+01
1.8223E+01 6.1832E-01 1.1742E+01
1.9554E+01 6.4261E-01 1.1710E+01
2.0885E+01 6.6579E-01 1.1682E+01
2.2217E+01 6.8795E-01 1.1658E+01
2.3548E+01 7.0918E-01 1.1635E+01
2.4879E+01 7.2953E-01 1.1615E+01
2.6211E+01 7.4907E-01 1.1596E+01
2.7542E+01 7.6785E-01 1.1579E+01
2.8873E+01 7.8592E-01 1.1562E+01
3.0204E+01 8.0332E-01 1.1547E+01
3.1536E+01 8.2008E-01 1.1532E+01
3.2867E+01 8.3626E-01 1.1518E+01
3.4198E+01 8.5187E-01 1.1504E+01
3.5529E+01 8.6696E-01 1.1491E+01
3.6861E+01 8.8154E-01 1.1478E+01
3.8192E+01 8.9564E-01 1.1466E+01
3.9523E+01 9.0929E-01 1.1454E+01
4.0854E+01 9.2251E-01 1.1442E+01
4.2186E+01 9.3532E-01 1.1430E+01
4.3517E+01 9.4774E-01 1.1418E+01
4.4848E+01 9.5978E-01 1.1407E+01
4.6180E+01 9.7147E-01 1.1396E+01
4.7511E+01 9.8281E-01 1.1385E+01
4.8842E+01 9.9383E-01 1.1374E+01
5.0173E+01 1.0045E+00 1.1363E+01
5.1505E+01 1.0149E+00 1.1352E+01
5.2836E+01 1.0251E+00 1.1342E+01
5.4167E+01 1.0349E+00 1.1331E+01
5.5498E+01 1.0445E+00 1.1321E+01
5.6830E+01 1.0538E+00 1.1310E+01
5.8161E+01 1.0629E+00 1.1300E+01
5.9492E+01 1.0718E+00 1.1290E+01
6.0824E+01 1.0804E+00 1.1280E+01
6.2155E+01 1.0888E+00 1.1270E+01
6.3486E+01 1.0970E+00 1.1260E+01
6.4817E+01 1.1050E+00 1.1250E+01
6.6149E+01 1.1128E+00 1.1240E+01
6.7480E+01 1.1205E+00 1.1230E+01
6.8811E+01 1.1279E+00 1.1220E+01
